zone	q	logR	logRho	logT	logP	logPgas	luminosity	x_mass_fraction_H	y_mass_fraction_He	z_mass_fraction_metals	gamma1	opacity	pp	cno	gradr	gradT	grada	actual_gradT
326	1.00E+00	3.91E-01	-4.15E+00	5.75E+00	9.74E+00	9.72E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.93E+00	1.00E-16	0.00E+00	1.97E-01	1.97E-01	3.57E-01	1.97E-01
327	1.00E+00	3.91E-01	-4.14E+00	5.75E+00	9.76E+00	9.74E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.89E+00	1.19E-16	0.00E+00	1.97E-01	1.97E-01	3.57E-01	1.97E-01
328	1.00E+00	3.91E-01	-4.12E+00	5.76E+00	9.78E+00	9.76E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.85E+00	1.40E-16	0.00E+00	1.97E-01	1.97E-01	3.57E-01	1.97E-01
329	1.00E+00	3.90E-01	-4.10E+00	5.76E+00	9.80E+00	9.79E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.81E+00	1.67E-16	0.00E+00	1.97E-01	1.97E-01	3.58E-01	1.97E-01
330	1.00E+00	3.90E-01	-4.09E+00	5.76E+00	9.82E+00	9.80E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.78E+00	1.90E-16	0.00E+00	1.97E-01	1.97E-01	3.58E-01	1.97E-01
331	1.00E+00	3.89E-01	-4.08E+00	5.77E+00	9.83E+00	9.81E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.76E+00	2.07E-16	0.00E+00	1.97E-01	1.97E-01	3.58E-01	1.97E-01
332	1.00E+00	3.89E-01	-4.07E+00	5.77E+00	9.85E+00	9.83E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.73E+00	2.34E-16	0.00E+00	1.97E-01	1.97E-01	3.58E-01	1.97E-01
333	1.00E+00	3.89E-01	-4.04E+00	5.77E+00	9.87E+00	9.86E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.69E+00	2.85E-16	0.00E+00	1.97E-01	1.97E-01	3.59E-01	1.97E-01
334	1.00E+00	3.88E-01	-4.03E+00	5.78E+00	9.90E+00	9.88E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.65E+00	3.37E-16	0.00E+00	1.97E-01	1.97E-01	3.59E-01	1.97E-01
335	1.00E+00	3.88E-01	-4.01E+00	5.78E+00	9.91E+00	9.89E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.62E+00	3.76E-16	0.00E+00	1.97E-01	1.97E-01	3.59E-01	1.97E-01
336	1.00E+00	3.87E-01	-4.00E+00	5.79E+00	9.93E+00	9.91E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.59E+00	4.41E-16	0.00E+00	1.97E-01	1.97E-01	3.59E-01	1.97E-01
337	1.00E+00	3.87E-01	-3.98E+00	5.79E+00	9.95E+00	9.93E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.55E+00	5.14E-16	0.00E+00	1.97E-01	1.97E-01	3.60E-01	1.97E-01
338	1.00E+00	3.87E-01	-3.97E+00	5.79E+00	9.97E+00	9.95E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.53E+00	5.68E-16	0.00E+00	1.97E-01	1.97E-01	3.60E-01	1.97E-01
339	1.00E+00	3.86E-01	-3.96E+00	5.80E+00	9.98E+00	9.97E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.50E+00	6.57E-16	0.00E+00	1.97E-01	1.97E-01	3.60E-01	1.97E-01
340	1.00E+00	3.86E-01	-3.94E+00	5.80E+00	1.00E+01	9.99E+00	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.46E+00	7.93E-16	0.00E+00	1.98E-01	1.98E-01	3.60E-01	1.98E-01
341	1.00E+00	3.85E-01	-3.92E+00	5.80E+00	1.00E+01	1.00E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.44E+00	9.21E-16	0.00E+00	1.98E-01	1.98E-01	3.61E-01	1.98E-01
342	1.00E+00	3.85E-01	-3.90E+00	5.81E+00	1.01E+01	1.00E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.40E+00	1.08E-15	0.00E+00	1.98E-01	1.98E-01	3.61E-01	1.98E-01
343	1.00E+00	3.84E-01	-3.88E+00	5.81E+00	1.01E+01	1.01E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.37E+00	1.29E-15	0.00E+00	1.98E-01	1.98E-01	3.61E-01	1.98E-01
344	1.00E+00	3.84E-01	-3.87E+00	5.82E+00	1.01E+01	1.01E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.35E+00	1.45E-15	0.00E+00	1.99E-01	1.99E-01	3.61E-01	1.99E-01
345	1.00E+00	3.83E-01	-3.86E+00	5.82E+00	1.01E+01	1.01E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.33E+00	1.65E-15	0.00E+00	1.99E-01	1.99E-01	3.61E-01	1.99E-01
346	1.00E+00	3.83E-01	-3.84E+00	5.82E+00	1.01E+01	1.01E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.31E+00	1.90E-15	0.00E+00	1.99E-01	1.99E-01	3.62E-01	1.99E-01
347	1.00E+00	3.83E-01	-3.82E+00	5.83E+00	1.01E+01	1.01E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.28E+00	2.21E-15	0.00E+00	1.99E-01	1.99E-01	3.62E-01	1.99E-01
348	1.00E+00	3.82E-01	-3.81E+00	5.83E+00	1.02E+01	1.02E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.25E+00	2.62E-15	0.00E+00	2.00E-01	2.00E-01	3.62E-01	2.00E-01
349	1.00E+00	3.81E-01	-3.79E+00	5.84E+00	1.02E+01	1.02E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.23E+00	3.01E-15	0.00E+00	2.00E-01	2.00E-01	3.62E-01	2.00E-01
350	1.00E+00	3.81E-01	-3.78E+00	5.84E+00	1.02E+01	1.02E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.20E+00	3.42E-15	0.00E+00	2.00E-01	2.00E-01	3.63E-01	2.00E-01
351	1.00E+00	3.81E-01	-3.76E+00	5.84E+00	1.02E+01	1.02E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.18E+00	3.88E-15	0.00E+00	2.00E-01	2.00E-01	3.63E-01	2.00E-01
352	1.00E+00	3.80E-01	-3.75E+00	5.85E+00	1.02E+01	1.02E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.16E+00	4.55E-15	0.00E+00	2.01E-01	2.01E-01	3.63E-01	2.01E-01
353	1.00E+00	3.80E-01	-3.73E+00	5.85E+00	1.03E+01	1.02E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.13E+00	5.25E-15	0.00E+00	2.01E-01	2.01E-01	3.63E-01	2.01E-01
354	1.00E+00	3.79E-01	-3.72E+00	5.85E+00	1.03E+01	1.03E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.11E+00	6.03E-15	0.00E+00	2.01E-01	2.01E-01	3.63E-01	2.01E-01
355	1.00E+00	3.79E-01	-3.70E+00	5.86E+00	1.03E+01	1.03E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.09E+00	7.01E-15	0.00E+00	2.02E-01	2.02E-01	3.64E-01	2.02E-01
356	1.00E+00	3.78E-01	-3.68E+00	5.86E+00	1.03E+01	1.03E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.61E+00	3.07E+00	8.20E-15	0.00E+00	2.02E-01	2.02E-01	3.64E-01	2.02E-01
357	1.00E+00	3.78E-01	-3.66E+00	5.87E+00	1.03E+01	1.03E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	3.05E+00	9.72E-15	0.00E+00	2.03E-01	2.03E-01	3.64E-01	2.03E-01
358	1.00E+00	3.77E-01	-3.65E+00	5.87E+00	1.04E+01	1.03E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	3.03E+00	1.11E-14	0.00E+00	2.03E-01	2.03E-01	3.64E-01	2.03E-01
359	1.00E+00	3.77E-01	-3.64E+00	5.88E+00	1.04E+01	1.04E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	3.02E+00	1.26E-14	0.00E+00	2.04E-01	2.04E-01	3.65E-01	2.04E-01
360	1.00E+00	3.76E-01	-3.62E+00	5.88E+00	1.04E+01	1.04E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	3.00E+00	1.42E-14	0.00E+00	2.04E-01	2.04E-01	3.65E-01	2.04E-01
361	1.00E+00	3.76E-01	-3.61E+00	5.88E+00	1.04E+01	1.04E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.98E+00	1.64E-14	0.00E+00	2.04E-01	2.04E-01	3.65E-01	2.04E-01
362	1.00E+00	3.75E-01	-3.59E+00	5.89E+00	1.04E+01	1.04E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.96E+00	1.97E-14	0.00E+00	2.05E-01	2.05E-01	3.65E-01	2.05E-01
363	1.00E+00	3.75E-01	-3.57E+00	5.89E+00	1.05E+01	1.04E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.94E+00	2.32E-14	0.00E+00	2.06E-01	2.06E-01	3.65E-01	2.06E-01
364	1.00E+00	3.74E-01	-3.55E+00	5.90E+00	1.05E+01	1.05E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.93E+00	2.64E-14	0.00E+00	2.06E-01	2.06E-01	3.66E-01	2.06E-01
365	1.00E+00	3.74E-01	-3.54E+00	5.90E+00	1.05E+01	1.05E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.91E+00	3.00E-14	0.00E+00	2.06E-01	2.06E-01	3.66E-01	2.06E-01
366	1.00E+00	3.73E-01	-3.53E+00	5.90E+00	1.05E+01	1.05E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.90E+00	3.40E-14	0.00E+00	2.07E-01	2.07E-01	3.66E-01	2.07E-01
367	1.00E+00	3.73E-01	-3.51E+00	5.91E+00	1.05E+01	1.05E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.89E+00	3.84E-14	0.00E+00	2.07E-01	2.07E-01	3.66E-01	2.07E-01
368	1.00E+00	3.72E-01	-3.49E+00	5.91E+00	1.06E+01	1.05E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.87E+00	4.60E-14	0.00E+00	2.08E-01	2.08E-01	3.66E-01	2.08E-01
369	1.00E+00	3.71E-01	-3.47E+00	5.92E+00	1.06E+01	1.06E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.85E+00	5.80E-14	0.00E+00	2.09E-01	2.09E-01	3.67E-01	2.09E-01
370	1.00E+00	3.70E-01	-3.45E+00	5.92E+00	1.06E+01	1.06E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.84E+00	6.87E-14	0.00E+00	2.10E-01	2.10E-01	3.67E-01	2.10E-01
371	1.00E+00	3.70E-01	-3.44E+00	5.93E+00	1.06E+01	1.06E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.83E+00	7.68E-14	0.00E+00	2.11E-01	2.11E-01	3.67E-01	2.11E-01
372	1.00E+00	3.70E-01	-3.42E+00	5.93E+00	1.07E+01	1.06E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.82E+00	9.06E-14	0.00E+00	2.11E-01	2.11E-01	3.67E-01	2.11E-01
373	1.00E+00	3.69E-01	-3.40E+00	5.94E+00	1.07E+01	1.07E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.80E+00	1.12E-13	0.00E+00	2.12E-01	2.12E-01	3.68E-01	2.12E-01
374	1.00E+00	3.68E-01	-3.38E+00	5.94E+00	1.07E+01	1.07E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.79E+00	1.31E-13	0.00E+00	2.13E-01	2.13E-01	3.68E-01	2.13E-01
375	1.00E+00	3.67E-01	-3.37E+00	5.94E+00	1.07E+01	1.07E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.78E+00	1.46E-13	0.00E+00	2.13E-01	2.13E-01	3.68E-01	2.13E-01
376	1.00E+00	3.67E-01	-3.35E+00	5.95E+00	1.07E+01	1.07E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.77E+00	1.70E-13	0.00E+00	2.14E-01	2.14E-01	3.68E-01	2.14E-01
377	1.00E+00	3.66E-01	-3.33E+00	5.96E+00	1.08E+01	1.08E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.76E+00	2.07E-13	0.00E+00	2.15E-01	2.15E-01	3.68E-01	2.15E-01
378	1.00E+00	3.65E-01	-3.31E+00	5.96E+00	1.08E+01	1.08E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.76E+00	2.40E-13	0.00E+00	2.16E-01	2.16E-01	3.69E-01	2.16E-01
379	1.00E+00	3.65E-01	-3.30E+00	5.96E+00	1.08E+01	1.08E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.75E+00	2.64E-13	0.00E+00	2.17E-01	2.17E-01	3.69E-01	2.17E-01
380	1.00E+00	3.65E-01	-3.29E+00	5.97E+00	1.08E+01	1.08E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.75E+00	2.91E-13	0.00E+00	2.17E-01	2.17E-01	3.69E-01	2.17E-01
381	1.00E+00	3.64E-01	-3.28E+00	5.97E+00	1.08E+01	1.08E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.75E+00	3.20E-13	0.00E+00	2.18E-01	2.18E-01	3.69E-01	2.18E-01
382	1.00E+00	3.64E-01	-3.27E+00	5.97E+00	1.08E+01	1.08E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.74E+00	3.69E-13	0.00E+00	2.19E-01	2.19E-01	3.69E-01	2.19E-01
383	1.00E+00	3.63E-01	-3.25E+00	5.98E+00	1.09E+01	1.09E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.73E+00	4.44E-13	0.00E+00	2.20E-01	2.20E-01	3.69E-01	2.20E-01
384	1.00E+00	3.62E-01	-3.23E+00	5.98E+00	1.09E+01	1.09E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.73E+00	5.10E-13	0.00E+00	2.21E-01	2.21E-01	3.69E-01	2.21E-01
385	1.00E+00	3.62E-01	-3.22E+00	5.99E+00	1.09E+01	1.09E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.73E+00	5.58E-13	0.00E+00	2.21E-01	2.21E-01	3.69E-01	2.21E-01
386	1.00E+00	3.61E-01	-3.21E+00	5.99E+00	1.09E+01	1.09E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.72E+00	6.39E-13	0.00E+00	2.21E-01	2.21E-01	3.69E-01	2.21E-01
387	1.00E+00	3.61E-01	-3.19E+00	5.99E+00	1.09E+01	1.09E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.71E+00	7.62E-13	0.00E+00	2.22E-01	2.22E-01	3.70E-01	2.22E-01
388	1.00E+00	3.60E-01	-3.17E+00	6.00E+00	1.10E+01	1.10E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.70E+00	9.08E-13	9.92E-39	2.23E-01	2.23E-01	3.70E-01	2.23E-01
389	1.00E+00	3.59E-01	-3.15E+00	6.01E+00	1.10E+01	1.10E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.69E+00	1.08E-12	1.87E-38	2.23E-01	2.23E-01	3.70E-01	2.23E-01
390	1.00E+00	3.58E-01	-3.13E+00	6.01E+00	1.10E+01	1.10E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.68E+00	1.28E-12	3.36E-38	2.24E-01	2.24E-01	3.70E-01	2.24E-01
391	1.00E+00	3.57E-01	-3.12E+00	6.02E+00	1.10E+01	1.10E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.68E+00	1.51E-12	5.97E-38	2.24E-01	2.24E-01	3.70E-01	2.24E-01
392	1.00E+00	3.57E-01	-3.10E+00	6.02E+00	1.11E+01	1.10E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.67E+00	1.78E-12	1.05E-37	2.25E-01	2.25E-01	3.70E-01	2.25E-01
393	1.00E+00	3.56E-01	-3.08E+00	6.03E+00	1.11E+01	1.11E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.66E+00	2.10E-12	1.85E-37	2.25E-01	2.25E-01	3.70E-01	2.25E-01
394	1.00E+00	3.55E-01	-3.06E+00	6.03E+00	1.11E+01	1.11E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.65E+00	2.46E-12	3.21E-37	2.26E-01	2.26E-01	3.71E-01	2.26E-01
395	1.00E+00	3.54E-01	-3.05E+00	6.04E+00	1.11E+01	1.11E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.62E+00	2.64E+00	2.89E-12	5.56E-37	2.26E-01	2.26E-01	3.71E-01	2.26E-01
396	1.00E+00	3.53E-01	-3.03E+00	6.04E+00	1.11E+01	1.11E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.63E+00	3.38E-12	9.55E-37	2.26E-01	2.26E-01	3.71E-01	2.26E-01
397	1.00E+00	3.53E-01	-3.01E+00	6.05E+00	1.12E+01	1.12E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.62E+00	3.96E-12	1.63E-36	2.27E-01	2.27E-01	3.71E-01	2.27E-01
398	1.00E+00	3.52E-01	-3.00E+00	6.05E+00	1.12E+01	1.12E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.61E+00	4.62E-12	2.77E-36	2.27E-01	2.27E-01	3.71E-01	2.27E-01
399	1.00E+00	3.51E-01	-2.98E+00	6.06E+00	1.12E+01	1.12E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.60E+00	5.38E-12	4.68E-36	2.27E-01	2.27E-01	3.71E-01	2.27E-01
400	1.00E+00	3.50E-01	-2.96E+00	6.06E+00	1.12E+01	1.12E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.59E+00	6.26E-12	7.87E-36	2.27E-01	2.27E-01	3.71E-01	2.27E-01
401	1.00E+00	3.50E-01	-2.95E+00	6.07E+00	1.13E+01	1.12E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.58E+00	7.27E-12	1.32E-35	2.28E-01	2.28E-01	3.71E-01	2.28E-01
402	1.00E+00	3.49E-01	-2.93E+00	6.07E+00	1.13E+01	1.13E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.58E+00	8.43E-12	2.19E-35	2.28E-01	2.28E-01	3.72E-01	2.28E-01
403	1.00E+00	3.48E-01	-2.91E+00	6.08E+00	1.13E+01	1.13E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.57E+00	9.77E-12	3.63E-35	2.28E-01	2.28E-01	3.72E-01	2.28E-01
404	1.00E+00	3.47E-01	-2.90E+00	6.08E+00	1.13E+01	1.13E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.56E+00	1.13E-11	5.99E-35	2.28E-01	2.28E-01	3.72E-01	2.28E-01
405	1.00E+00	3.46E-01	-2.88E+00	6.08E+00	1.13E+01	1.13E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.55E+00	1.31E-11	9.84E-35	2.29E-01	2.29E-01	3.72E-01	2.29E-01
406	1.00E+00	3.46E-01	-2.87E+00	6.09E+00	1.14E+01	1.14E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.54E+00	1.51E-11	1.61E-34	2.29E-01	2.29E-01	3.72E-01	2.29E-01
407	1.00E+00	3.45E-01	-2.85E+00	6.09E+00	1.14E+01	1.14E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.54E+00	1.74E-11	2.62E-34	2.29E-01	2.29E-01	3.72E-01	2.29E-01
408	1.00E+00	3.44E-01	-2.83E+00	6.10E+00	1.14E+01	1.14E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.53E+00	2.00E-11	4.26E-34	2.29E-01	2.29E-01	3.72E-01	2.29E-01
409	1.00E+00	3.43E-01	-2.82E+00	6.10E+00	1.14E+01	1.14E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.52E+00	2.31E-11	6.89E-34	2.29E-01	2.29E-01	3.72E-01	2.29E-01
410	1.00E+00	3.42E-01	-2.80E+00	6.11E+00	1.14E+01	1.14E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.51E+00	2.65E-11	1.11E-33	2.29E-01	2.29E-01	3.73E-01	2.29E-01
411	1.00E+00	3.42E-01	-2.79E+00	6.11E+00	1.15E+01	1.15E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.50E+00	3.05E-11	1.78E-33	2.30E-01	2.30E-01	3.73E-01	2.30E-01
412	1.00E+00	3.41E-01	-2.77E+00	6.12E+00	1.15E+01	1.15E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.50E+00	3.50E-11	2.86E-33	2.30E-01	2.30E-01	3.73E-01	2.30E-01
413	1.00E+00	3.40E-01	-2.76E+00	6.12E+00	1.15E+01	1.15E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.49E+00	4.01E-11	4.56E-33	2.30E-01	2.30E-01	3.73E-01	2.30E-01
414	1.00E+00	3.39E-01	-2.74E+00	6.13E+00	1.15E+01	1.15E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.48E+00	4.59E-11	7.26E-33	2.30E-01	2.30E-01	3.73E-01	2.30E-01
415	1.00E+00	3.38E-01	-2.73E+00	6.13E+00	1.15E+01	1.15E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.47E+00	5.26E-11	1.15E-32	2.30E-01	2.30E-01	3.73E-01	2.30E-01
416	1.00E+00	3.37E-01	-2.71E+00	6.14E+00	1.16E+01	1.16E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.46E+00	6.02E-11	1.82E-32	2.30E-01	2.30E-01	3.73E-01	2.30E-01
417	1.00E+00	3.37E-01	-2.70E+00	6.14E+00	1.16E+01	1.16E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.46E+00	6.88E-11	2.87E-32	2.30E-01	2.30E-01	3.73E-01	2.30E-01
418	1.00E+00	3.36E-01	-2.68E+00	6.14E+00	1.16E+01	1.16E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.45E+00	7.85E-11	4.52E-32	2.30E-01	2.30E-01	3.73E-01	2.30E-01
419	1.00E+00	3.35E-01	-2.66E+00	6.15E+00	1.16E+01	1.16E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	8.96E-11	7.09E-32	2.31E-01	2.31E-01	3.73E-01	2.31E-01
420	1.00E+00	3.34E-01	-2.65E+00	6.15E+00	1.16E+01	1.16E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	1.02E-10	1.11E-31	2.31E-01	2.31E-01	3.74E-01	2.31E-01
421	9.99E-01	3.33E-01	-2.63E+00	6.16E+00	1.17E+01	1.16E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	1.17E-10	1.73E-31	2.31E-01	2.31E-01	3.74E-01	2.31E-01
422	9.99E-01	3.32E-01	-2.62E+00	6.16E+00	1.17E+01	1.17E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	1.33E-10	2.70E-31	2.31E-01	2.31E-01	3.74E-01	2.31E-01
423	9.99E-01	3.31E-01	-2.61E+00	6.17E+00	1.17E+01	1.17E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	1.51E-10	4.20E-31	2.31E-01	2.31E-01	3.74E-01	2.31E-01
424	9.99E-01	3.31E-01	-2.59E+00	6.17E+00	1.17E+01	1.17E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	1.72E-10	6.52E-31	2.32E-01	2.32E-01	3.74E-01	2.32E-01
425	9.99E-01	3.30E-01	-2.58E+00	6.18E+00	1.17E+01	1.17E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	1.95E-10	1.01E-30	2.32E-01	2.32E-01	3.74E-01	2.32E-01
426	9.99E-01	3.29E-01	-2.56E+00	6.18E+00	1.18E+01	1.17E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	2.22E-10	1.56E-30	2.32E-01	2.32E-01	3.74E-01	2.32E-01
427	9.99E-01	3.28E-01	-2.55E+00	6.18E+00	1.18E+01	1.18E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	2.52E-10	2.41E-30	2.32E-01	2.32E-01	3.74E-01	2.32E-01
428	9.99E-01	3.27E-01	-2.53E+00	6.19E+00	1.18E+01	1.18E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	2.87E-10	3.71E-30	2.33E-01	2.33E-01	3.74E-01	2.33E-01
429	9.99E-01	3.26E-01	-2.52E+00	6.19E+00	1.18E+01	1.18E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	3.25E-10	5.71E-30	2.33E-01	2.33E-01	3.74E-01	2.33E-01
430	9.99E-01	3.25E-01	-2.50E+00	6.20E+00	1.18E+01	1.18E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	3.69E-10	8.77E-30	2.34E-01	2.34E-01	3.75E-01	2.34E-01
431	9.99E-01	3.24E-01	-2.49E+00	6.20E+00	1.19E+01	1.18E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	4.19E-10	1.35E-29	2.34E-01	2.34E-01	3.75E-01	2.34E-01
432	9.99E-01	3.23E-01	-2.47E+00	6.21E+00	1.19E+01	1.19E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	4.75E-10	2.06E-29	2.34E-01	2.34E-01	3.75E-01	2.34E-01
