zone	q	logR	logRho	logT	logP	logPgas	luminosity	x_mass_fraction_H	y_mass_fraction_He	z_mass_fraction_metals	gamma1	opacity	pp	cno	gradr	gradT	grada	actual_gradT
433	9.99E-01	3.22E-01	-2.46E+00	6.21E+00	1.19E+01	1.19E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	5.38E-10	3.16E-29	2.35E-01	2.35E-01	3.75E-01	2.35E-01
434	9.99E-01	3.22E-01	-2.44E+00	6.22E+00	1.19E+01	1.19E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.38E+00	6.10E-10	4.83E-29	2.36E-01	2.36E-01	3.75E-01	2.36E-01
435	9.99E-01	3.21E-01	-2.43E+00	6.22E+00	1.19E+01	1.19E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.38E+00	6.90E-10	7.38E-29	2.36E-01	2.36E-01	3.75E-01	2.36E-01
436	9.99E-01	3.20E-01	-2.41E+00	6.22E+00	1.19E+01	1.19E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	7.82E-10	1.13E-28	2.37E-01	2.37E-01	3.75E-01	2.37E-01
437	9.99E-01	3.19E-01	-2.40E+00	6.23E+00	1.20E+01	1.20E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	8.85E-10	1.72E-28	2.37E-01	2.37E-01	3.75E-01	2.37E-01
438	9.99E-01	3.18E-01	-2.39E+00	6.23E+00	1.20E+01	1.20E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	1.00E-09	2.62E-28	2.38E-01	2.38E-01	3.75E-01	2.38E-01
439	9.99E-01	3.17E-01	-2.37E+00	6.24E+00	1.20E+01	1.20E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	1.13E-09	3.99E-28	2.38E-01	2.38E-01	3.75E-01	2.38E-01
440	9.99E-01	3.16E-01	-2.36E+00	6.24E+00	1.20E+01	1.20E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	1.28E-09	6.07E-28	2.39E-01	2.39E-01	3.75E-01	2.39E-01
441	9.99E-01	3.15E-01	-2.34E+00	6.25E+00	1.20E+01	1.20E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	1.45E-09	9.23E-28	2.40E-01	2.40E-01	3.75E-01	2.40E-01
442	9.99E-01	3.14E-01	-2.33E+00	6.25E+00	1.21E+01	1.20E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	1.64E-09	1.40E-27	2.40E-01	2.40E-01	3.75E-01	2.40E-01
443	9.99E-01	3.13E-01	-2.31E+00	6.26E+00	1.21E+01	1.21E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	1.85E-09	2.13E-27	2.41E-01	2.41E-01	3.75E-01	2.41E-01
444	9.99E-01	3.12E-01	-2.30E+00	6.26E+00	1.21E+01	1.21E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	2.10E-09	3.23E-27	2.41E-01	2.41E-01	3.75E-01	2.41E-01
445	9.99E-01	3.11E-01	-2.29E+00	6.27E+00	1.21E+01	1.21E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	2.37E-09	4.89E-27	2.42E-01	2.42E-01	3.76E-01	2.42E-01
446	9.99E-01	3.10E-01	-2.27E+00	6.27E+00	1.21E+01	1.21E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	2.68E-09	7.40E-27	2.42E-01	2.42E-01	3.76E-01	2.42E-01
447	9.99E-01	3.09E-01	-2.26E+00	6.27E+00	1.22E+01	1.21E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	3.02E-09	1.12E-26	2.42E-01	2.42E-01	3.76E-01	2.42E-01
448	9.99E-01	3.08E-01	-2.24E+00	6.28E+00	1.22E+01	1.22E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	3.41E-09	1.69E-26	2.43E-01	2.43E-01	3.76E-01	2.43E-01
449	9.99E-01	3.07E-01	-2.23E+00	6.28E+00	1.22E+01	1.22E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	3.85E-09	2.56E-26	2.43E-01	2.43E-01	3.76E-01	2.43E-01
450	9.99E-01	3.06E-01	-2.21E+00	6.29E+00	1.22E+01	1.22E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	4.35E-09	3.86E-26	2.44E-01	2.44E-01	3.76E-01	2.44E-01
451	9.98E-01	3.05E-01	-2.20E+00	6.29E+00	1.22E+01	1.22E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	4.90E-09	5.82E-26	2.44E-01	2.44E-01	3.76E-01	2.44E-01
452	9.98E-01	3.04E-01	-2.19E+00	6.30E+00	1.22E+01	1.22E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	5.37E-09	7.91E-26	2.45E-01	2.45E-01	3.76E-01	2.45E-01
453	9.98E-01	3.03E-01	-2.18E+00	6.30E+00	1.23E+01	1.22E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	5.88E-09	1.08E-25	2.45E-01	2.45E-01	3.76E-01	2.45E-01
454	9.98E-01	3.02E-01	-2.17E+00	6.30E+00	1.23E+01	1.23E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	6.63E-09	1.62E-25	2.45E-01	2.45E-01	3.76E-01	2.45E-01
455	9.98E-01	3.01E-01	-2.15E+00	6.31E+00	1.23E+01	1.23E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	7.47E-09	2.44E-25	2.46E-01	2.46E-01	3.76E-01	2.46E-01
456	9.98E-01	3.00E-01	-2.14E+00	6.31E+00	1.23E+01	1.23E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	8.43E-09	3.67E-25	2.46E-01	2.46E-01	3.76E-01	2.46E-01
457	9.98E-01	2.99E-01	-2.12E+00	6.32E+00	1.23E+01	1.23E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	9.50E-09	5.52E-25	2.47E-01	2.47E-01	3.76E-01	2.47E-01
458	9.98E-01	2.98E-01	-2.11E+00	6.32E+00	1.24E+01	1.23E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	1.07E-08	8.28E-25	2.47E-01	2.47E-01	3.76E-01	2.47E-01
459	9.98E-01	2.96E-01	-2.09E+00	6.33E+00	1.24E+01	1.24E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	1.21E-08	1.24E-24	2.48E-01	2.48E-01	3.76E-01	2.48E-01
460	9.98E-01	2.95E-01	-2.08E+00	6.33E+00	1.24E+01	1.24E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	1.36E-08	1.86E-24	2.48E-01	2.48E-01	3.76E-01	2.48E-01
461	9.98E-01	2.94E-01	-2.07E+00	6.34E+00	1.24E+01	1.24E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	1.53E-08	2.80E-24	2.48E-01	2.48E-01	3.76E-01	2.48E-01
462	9.98E-01	2.93E-01	-2.05E+00	6.34E+00	1.24E+01	1.24E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	1.72E-08	4.19E-24	2.49E-01	2.49E-01	3.76E-01	2.49E-01
463	9.98E-01	2.92E-01	-2.04E+00	6.35E+00	1.24E+01	1.24E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	1.94E-08	6.27E-24	2.49E-01	2.49E-01	3.76E-01	2.49E-01
464	9.98E-01	2.91E-01	-2.02E+00	6.35E+00	1.25E+01	1.25E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	2.19E-08	9.37E-24	2.49E-01	2.49E-01	3.76E-01	2.49E-01
465	9.98E-01	2.89E-01	-2.01E+00	6.36E+00	1.25E+01	1.25E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	2.46E-08	1.40E-23	2.50E-01	2.50E-01	3.76E-01	2.50E-01
466	9.98E-01	2.88E-01	-2.00E+00	6.36E+00	1.25E+01	1.25E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	2.77E-08	2.09E-23	2.50E-01	2.50E-01	3.76E-01	2.50E-01
467	9.97E-01	2.87E-01	-1.98E+00	6.36E+00	1.25E+01	1.25E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	3.11E-08	3.12E-23	2.50E-01	2.50E-01	3.76E-01	2.50E-01
468	9.97E-01	2.86E-01	-1.97E+00	6.37E+00	1.25E+01	1.25E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	3.50E-08	4.65E-23	2.50E-01	2.50E-01	3.76E-01	2.50E-01
469	9.97E-01	2.85E-01	-1.95E+00	6.37E+00	1.26E+01	1.25E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.44E+00	3.94E-08	6.92E-23	2.50E-01	2.50E-01	3.76E-01	2.50E-01
470	9.97E-01	2.83E-01	-1.94E+00	6.38E+00	1.26E+01	1.26E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	4.43E-08	1.03E-22	2.50E-01	2.50E-01	3.76E-01	2.50E-01
471	9.97E-01	2.82E-01	-1.92E+00	6.38E+00	1.26E+01	1.26E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	4.98E-08	1.53E-22	2.50E-01	2.50E-01	3.76E-01	2.50E-01
472	9.97E-01	2.81E-01	-1.91E+00	6.39E+00	1.26E+01	1.26E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.43E+00	5.59E-08	2.26E-22	2.49E-01	2.49E-01	3.76E-01	2.49E-01
473	9.97E-01	2.80E-01	-1.90E+00	6.39E+00	1.26E+01	1.26E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	6.28E-08	3.35E-22	2.49E-01	2.49E-01	3.76E-01	2.49E-01
474	9.97E-01	2.78E-01	-1.88E+00	6.40E+00	1.27E+01	1.26E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.42E+00	7.05E-08	4.94E-22	2.48E-01	2.48E-01	3.76E-01	2.48E-01
475	9.97E-01	2.77E-01	-1.87E+00	6.40E+00	1.27E+01	1.27E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.41E+00	7.91E-08	7.29E-22	2.48E-01	2.48E-01	3.76E-01	2.48E-01
476	9.97E-01	2.76E-01	-1.85E+00	6.41E+00	1.27E+01	1.27E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.40E+00	8.87E-08	1.07E-21	2.47E-01	2.47E-01	3.76E-01	2.47E-01
477	9.96E-01	2.74E-01	-1.84E+00	6.41E+00	1.27E+01	1.27E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.39E+00	9.94E-08	1.58E-21	2.46E-01	2.46E-01	3.76E-01	2.46E-01
478	9.96E-01	2.73E-01	-1.83E+00	6.42E+00	1.27E+01	1.27E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.38E+00	1.11E-07	2.31E-21	2.46E-01	2.46E-01	3.76E-01	2.46E-01
479	9.96E-01	2.72E-01	-1.81E+00	6.42E+00	1.27E+01	1.27E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.37E+00	1.25E-07	3.38E-21	2.45E-01	2.45E-01	3.76E-01	2.45E-01
480	9.96E-01	2.70E-01	-1.80E+00	6.43E+00	1.28E+01	1.28E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.36E+00	1.40E-07	4.93E-21	2.44E-01	2.44E-01	3.76E-01	2.44E-01
481	9.96E-01	2.69E-01	-1.78E+00	6.43E+00	1.28E+01	1.28E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.35E+00	1.56E-07	7.18E-21	2.43E-01	2.43E-01	3.76E-01	2.43E-01
482	9.96E-01	2.68E-01	-1.77E+00	6.43E+00	1.28E+01	1.28E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.33E+00	1.75E-07	1.04E-20	2.42E-01	2.42E-01	3.76E-01	2.42E-01
483	9.96E-01	2.66E-01	-1.75E+00	6.44E+00	1.28E+01	1.28E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.32E+00	1.96E-07	1.51E-20	2.41E-01	2.41E-01	3.76E-01	2.41E-01
484	9.95E-01	2.65E-01	-1.74E+00	6.44E+00	1.28E+01	1.28E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.31E+00	2.19E-07	2.19E-20	2.40E-01	2.40E-01	3.77E-01	2.40E-01
485	9.95E-01	2.64E-01	-1.72E+00	6.45E+00	1.29E+01	1.29E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.29E+00	2.44E-07	3.16E-20	2.39E-01	2.39E-01	3.77E-01	2.39E-01
486	9.95E-01	2.62E-01	-1.71E+00	6.45E+00	1.29E+01	1.29E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.28E+00	2.73E-07	4.55E-20	2.38E-01	2.38E-01	3.77E-01	2.38E-01
487	9.95E-01	2.61E-01	-1.70E+00	6.46E+00	1.29E+01	1.29E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.27E+00	3.04E-07	6.55E-20	2.37E-01	2.37E-01	3.77E-01	2.37E-01
488	9.95E-01	2.59E-01	-1.68E+00	6.46E+00	1.29E+01	1.29E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.25E+00	3.39E-07	9.40E-20	2.36E-01	2.36E-01	3.77E-01	2.36E-01
489	9.95E-01	2.58E-01	-1.67E+00	6.47E+00	1.29E+01	1.29E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.24E+00	3.78E-07	1.35E-19	2.36E-01	2.36E-01	3.77E-01	2.36E-01
490	9.94E-01	2.56E-01	-1.65E+00	6.47E+00	1.30E+01	1.29E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.63E+00	2.22E+00	4.22E-07	1.92E-19	2.35E-01	2.35E-01	3.77E-01	2.35E-01
491	9.94E-01	2.55E-01	-1.64E+00	6.48E+00	1.30E+01	1.30E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.21E+00	4.70E-07	2.75E-19	2.34E-01	2.34E-01	3.77E-01	2.34E-01
492	9.94E-01	2.53E-01	-1.62E+00	6.48E+00	1.30E+01	1.30E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.19E+00	5.24E-07	3.91E-19	2.33E-01	2.33E-01	3.77E-01	2.33E-01
493	9.94E-01	2.52E-01	-1.61E+00	6.48E+00	1.30E+01	1.30E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.18E+00	5.83E-07	5.56E-19	2.32E-01	2.32E-01	3.77E-01	2.32E-01
494	9.94E-01	2.50E-01	-1.59E+00	6.49E+00	1.30E+01	1.30E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.16E+00	6.49E-07	7.88E-19	2.31E-01	2.31E-01	3.77E-01	2.31E-01
495	9.93E-01	2.49E-01	-1.58E+00	6.49E+00	1.31E+01	1.30E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.14E+00	7.22E-07	1.12E-18	2.30E-01	2.30E-01	3.77E-01	2.30E-01
496	9.93E-01	2.47E-01	-1.56E+00	6.50E+00	1.31E+01	1.31E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.12E+00	8.03E-07	1.58E-18	2.29E-01	2.29E-01	3.77E-01	2.29E-01
497	9.93E-01	2.46E-01	-1.55E+00	6.50E+00	1.31E+01	1.31E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.10E+00	8.92E-07	2.22E-18	2.28E-01	2.28E-01	3.77E-01	2.28E-01
498	9.93E-01	2.44E-01	-1.53E+00	6.51E+00	1.31E+01	1.31E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.08E+00	9.91E-07	3.13E-18	2.27E-01	2.27E-01	3.77E-01	2.27E-01
499	9.92E-01	2.43E-01	-1.52E+00	6.51E+00	1.31E+01	1.31E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.06E+00	1.10E-06	4.39E-18	2.26E-01	2.26E-01	3.77E-01	2.26E-01
500	9.92E-01	2.41E-01	-1.50E+00	6.52E+00	1.31E+01	1.31E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.04E+00	1.22E-06	6.15E-18	2.24E-01	2.24E-01	3.78E-01	2.24E-01
501	9.92E-01	2.39E-01	-1.49E+00	6.52E+00	1.32E+01	1.32E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.02E+00	1.36E-06	8.60E-18	2.23E-01	2.23E-01	3.78E-01	2.23E-01
502	9.92E-01	2.38E-01	-1.47E+00	6.52E+00	1.32E+01	1.32E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	2.00E+00	1.50E-06	1.20E-17	2.22E-01	2.22E-01	3.78E-01	2.22E-01
503	9.91E-01	2.36E-01	-1.46E+00	6.53E+00	1.32E+01	1.32E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.98E+00	1.67E-06	1.67E-17	2.21E-01	2.21E-01	3.78E-01	2.21E-01
504	9.91E-01	2.35E-01	-1.44E+00	6.53E+00	1.32E+01	1.32E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.96E+00	1.85E-06	2.32E-17	2.20E-01	2.20E-01	3.78E-01	2.20E-01
505	9.91E-01	2.33E-01	-1.43E+00	6.54E+00	1.32E+01	1.32E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.94E+00	2.05E-06	3.22E-17	2.19E-01	2.19E-01	3.78E-01	2.19E-01
506	9.91E-01	2.31E-01	-1.41E+00	6.54E+00	1.33E+01	1.33E+01	5.85E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.92E+00	2.27E-06	4.45E-17	2.18E-01	2.18E-01	3.78E-01	2.18E-01
507	9.90E-01	2.30E-01	-1.40E+00	6.55E+00	1.33E+01	1.33E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.90E+00	2.51E-06	6.15E-17	2.17E-01	2.17E-01	3.78E-01	2.17E-01
508	9.90E-01	2.28E-01	-1.38E+00	6.55E+00	1.33E+01	1.33E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.87E+00	2.78E-06	8.48E-17	2.16E-01	2.16E-01	3.78E-01	2.16E-01
509	9.90E-01	2.26E-01	-1.36E+00	6.55E+00	1.33E+01	1.33E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.85E+00	3.07E-06	1.17E-16	2.15E-01	2.15E-01	3.79E-01	2.15E-01
510	9.89E-01	2.25E-01	-1.35E+00	6.56E+00	1.33E+01	1.33E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.83E+00	3.39E-06	1.60E-16	2.14E-01	2.14E-01	3.79E-01	2.14E-01
511	9.89E-01	2.23E-01	-1.33E+00	6.56E+00	1.34E+01	1.34E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.81E+00	3.75E-06	2.20E-16	2.13E-01	2.13E-01	3.79E-01	2.13E-01
512	9.88E-01	2.21E-01	-1.32E+00	6.57E+00	1.34E+01	1.34E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.79E+00	4.15E-06	3.01E-16	2.12E-01	2.12E-01	3.79E-01	2.12E-01
513	9.88E-01	2.19E-01	-1.30E+00	6.57E+00	1.34E+01	1.34E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.77E+00	4.58E-06	4.12E-16	2.11E-01	2.11E-01	3.79E-01	2.11E-01
514	9.88E-01	2.18E-01	-1.29E+00	6.57E+00	1.34E+01	1.34E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.75E+00	5.06E-06	5.62E-16	2.10E-01	2.10E-01	3.79E-01	2.10E-01
515	9.87E-01	2.16E-01	-1.27E+00	6.58E+00	1.34E+01	1.34E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.74E+00	5.45E-06	7.08E-16	2.10E-01	2.10E-01	3.79E-01	2.10E-01
516	9.87E-01	2.15E-01	-1.26E+00	6.58E+00	1.35E+01	1.34E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.73E+00	5.87E-06	8.94E-16	2.09E-01	2.09E-01	3.79E-01	2.09E-01
517	9.87E-01	2.13E-01	-1.25E+00	6.59E+00	1.35E+01	1.35E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.71E+00	6.47E-06	1.22E-15	2.09E-01	2.09E-01	3.79E-01	2.09E-01
518	9.86E-01	2.11E-01	-1.23E+00	6.59E+00	1.35E+01	1.35E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.69E+00	7.14E-06	1.65E-15	2.08E-01	2.08E-01	3.80E-01	2.08E-01
519	9.86E-01	2.10E-01	-1.22E+00	6.59E+00	1.35E+01	1.35E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.67E+00	7.88E-06	2.24E-15	2.08E-01	2.08E-01	3.80E-01	2.08E-01
520	9.85E-01	2.08E-01	-1.20E+00	6.60E+00	1.35E+01	1.35E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.65E+00	8.69E-06	3.04E-15	2.07E-01	2.07E-01	3.80E-01	2.07E-01
521	9.85E-01	2.06E-01	-1.18E+00	6.60E+00	1.36E+01	1.35E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.64E+00	9.58E-06	4.12E-15	2.07E-01	2.07E-01	3.80E-01	2.07E-01
522	9.84E-01	2.04E-01	-1.17E+00	6.61E+00	1.36E+01	1.36E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.62E+00	1.06E-05	5.57E-15	2.06E-01	2.06E-01	3.80E-01	2.06E-01
523	9.84E-01	2.02E-01	-1.15E+00	6.61E+00	1.36E+01	1.36E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.60E+00	1.16E-05	7.52E-15	2.06E-01	2.06E-01	3.80E-01	2.06E-01
524	9.83E-01	2.00E-01	-1.14E+00	6.61E+00	1.36E+01	1.36E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.59E+00	1.28E-05	1.01E-14	2.05E-01	2.05E-01	3.80E-01	2.05E-01
525	9.83E-01	1.98E-01	-1.12E+00	6.62E+00	1.36E+01	1.36E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.57E+00	1.41E-05	1.37E-14	2.05E-01	2.05E-01	3.81E-01	2.05E-01
526	9.82E-01	1.97E-01	-1.10E+00	6.62E+00	1.37E+01	1.36E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.55E+00	1.55E-05	1.84E-14	2.05E-01	2.05E-01	3.81E-01	2.05E-01
527	9.82E-01	1.95E-01	-1.09E+00	6.63E+00	1.37E+01	1.37E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.54E+00	1.71E-05	2.48E-14	2.04E-01	2.04E-01	3.81E-01	2.04E-01
528	9.81E-01	1.93E-01	-1.07E+00	6.63E+00	1.37E+01	1.37E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.52E+00	1.88E-05	3.33E-14	2.04E-01	2.04E-01	3.81E-01	2.04E-01
529	9.81E-01	1.91E-01	-1.06E+00	6.63E+00	1.37E+01	1.37E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.50E+00	2.07E-05	4.47E-14	2.04E-01	2.04E-01	3.81E-01	2.04E-01
530	9.80E-01	1.89E-01	-1.04E+00	6.64E+00	1.37E+01	1.37E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.49E+00	2.28E-05	5.99E-14	2.03E-01	2.03E-01	3.81E-01	2.03E-01
531	9.79E-01	1.87E-01	-1.02E+00	6.64E+00	1.38E+01	1.37E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.47E+00	2.51E-05	8.03E-14	2.03E-01	2.03E-01	3.81E-01	2.03E-01
532	9.79E-01	1.85E-01	-1.01E+00	6.65E+00	1.38E+01	1.38E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.46E+00	2.76E-05	1.07E-13	2.03E-01	2.03E-01	3.82E-01	2.03E-01
533	9.78E-01	1.83E-01	-9.93E-01	6.65E+00	1.38E+01	1.38E+01	5.84E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.44E+00	3.03E-05	1.44E-13	2.03E-01	2.03E-01	3.82E-01	2.03E-01
534	9.77E-01	1.81E-01	-9.77E-01	6.65E+00	1.38E+01	1.38E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.43E+00	3.34E-05	1.92E-13	2.02E-01	2.02E-01	3.82E-01	2.02E-01
535	9.77E-01	1.79E-01	-9.60E-01	6.66E+00	1.38E+01	1.38E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.41E+00	3.67E-05	2.56E-13	2.02E-01	2.02E-01	3.82E-01	2.02E-01
536	9.76E-01	1.77E-01	-9.44E-01	6.66E+00	1.39E+01	1.38E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.40E+00	4.03E-05	3.42E-13	2.02E-01	2.02E-01	3.82E-01	2.02E-01
537	9.75E-01	1.75E-01	-9.28E-01	6.67E+00	1.39E+01	1.39E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.38E+00	4.43E-05	4.55E-13	2.02E-01	2.02E-01	3.82E-01	2.02E-01
538	9.74E-01	1.73E-01	-9.12E-01	6.67E+00	1.39E+01	1.39E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.37E+00	4.86E-05	6.06E-13	2.02E-01	2.02E-01	3.82E-01	2.02E-01
539	9.73E-01	1.71E-01	-8.96E-01	6.68E+00	1.39E+01	1.39E+01	5.83E+02	7.00E-01	2.80E-01	2.00E-02	1.64E+00	1.35E+00	5.34E-05	8.06E-13	2.01E-01	2.01E-01	3.82E-01	2.01E-01
