zone,q,logR,logRho,logT,logP,logPgas,luminosity,x_mass_fraction_H,y_mass_fraction_He,z_mass_fraction_metals,gamma1,opacity,pp,cno,gradr,gradT,grada,actual_gradT
500,9.92216738867583000E-01,2.41074222753343000E-01,-1.50190005811264000E+00,6.51562977958457000E+00,1.31490925284025000E+01,1.31400254307709000E+01,5.84615496952484000E+02,6.99999999998228000E-01,2.80000000001771000E-01,1.99999999999997000E-02,1.63598091002294000E+00,2.04338326291244000E+00,1.22185764238586000E-06,6.15333011521219000E-18,2.24458744441343000E-01,2.24458744441343000E-01,3.77559242336713000E-01,2.24458773687869000E-01
501,9.91957325792525000E-01,2.39476519108125000E-01,-1.48676345706826000E+00,6.51996913282926000E+00,1.31685239733214000E+01,1.31595005255069000E+01,5.84598569800270000E+02,6.99999999998027000E-01,2.80000000001972000E-01,1.99999999999997000E-02,1.63611119781517000E+00,2.02254348243314000E+00,1.35579128470063000E-06,8.60266194142136000E-18,2.23290378269027000E-01,2.23290378269027000E-01,3.77652576657829000E-01,2.23290425296193000E-01
502,9.91689625531323000E-01,2.37866510893724000E-01,-1.47158354955437000E+00,6.52429105159431000E+00,1.31879789531873000E+01,1.31790008913650000E+01,5.84580940240513000E+02,6.99999999997804000E-01,2.80000000002195000E-01,1.99999999999999000E-02,1.63624637500881000E+00,2.00147833192507000E+00,1.50376521594203000E-06,1.20015913785722000E-17,2.22124262190856000E-01,2.22124262190856000E-01,3.77749987762247000E-01,2.22124300261959000E-01
503,9.91413386834810000E-01,2.36244206516413000E-01,-1.45636081138886000E+00,6.52859569962376000E+00,1.32074575118487000E+01,1.31985265308466000E+01,5.84562581666241000E+02,6.99999999997557000E-01,2.80000000002443000E-01,1.99999999999999000E-02,1.63638717786159000E+00,1.98027352153744000E+00,1.66718776376041000E-06,1.67085709200000000E-17,2.20968896628975000E-01,2.20968896628975000E-01,3.77850914318589000E-01,2.20968904867917000E-01
504,9.91128351715986000E-01,2.34609616791536000E-01,-1.44109593229622000E+00,6.53288337914857000E+00,1.32269596539572000E+01,1.32180773943153000E+01,5.84543467852512000E+02,6.99999999997283000E-01,2.80000000002717000E-01,1.99999999999997000E-02,1.63653362873704000E+00,1.95900727503086000E+00,1.84760567849934000E-06,2.32139566454826000E-17,2.19831767327562000E-01,2.19831767327562000E-01,3.77954905916610000E-01,2.19831750642154000E-01
505,9.90834255332403000E-01,2.32962754289661000E-01,-1.42578971455894000E+00,6.53715451442704000E+00,1.32464853451492000E+01,1.32376533819395000E+01,5.84523572120902000E+02,6.99999999996979000E-01,2.80000000003020000E-01,1.99999999999999000E-02,1.63668470030406000E+00,1.93775145205833000E+00,2.04671815581772000E-06,3.21874549859427000E-17,2.18719496746301000E-01,2.18719496746301000E-01,3.78061934056297000E-01,2.18719458719366000E-01
506,9.90530825878082000E-01,2.31303633077919000E-01,-1.41044278687850000E+00,6.54140963806950000E+00,1.32660345104405000E+01,1.32572543435699000E+01,5.84502866893929000E+02,6.99999999996642000E-01,2.80000000003357000E-01,2.00000000000000000E-02,1.63683910078496000E+00,1.91657198187434000E+00,2.26639348275777000E-06,4.45423441235500000E-17,2.17637966703525000E-01,2.17637966703525000E-01,3.78172075348404000E-01,2.17637928048084000E-01
507,9.90217784490894000E-01,2.29632269617878000E-01,-1.39505555922357000E+00,6.54564937971560000E+00,1.32856070347272000E+01,1.32768800805572000E+01,5.84481322989584000E+02,6.99999999996270000E-01,2.80000000003729000E-01,2.00000000000000000E-02,1.63699700481106000E+00,1.89553047429152000E+00,2.50868681262753000E-06,6.15223075312645000E-17,2.16592461187015000E-01,2.16592461187015000E-01,3.78284923253898000E-01,2.16592436845829000E-01
508,9.89894845164681000E-01,2.27948683874827000E-01,-1.37962896894439000E+00,6.54987445352198000E+00,1.33052027639925000E+01,1.32965303483725000E+01,5.84458908998065000E+02,6.99999999995858000E-01,2.80000000004141000E-01,1.99999999999997000E-02,1.63715950308082000E+00,1.87468086647687000E+00,2.77585487620458000E-06,8.48185946286669000E-17,2.15587598321838000E-01,2.15587598321838000E-01,3.78399982272403000E-01,2.15587578726120000E-01
509,9.89561714636501000E-01,2.26252897387057000E-01,-1.36416445099596000E+00,6.55408563911263000E+00,1.33248215039452000E+01,1.33162048571034000E+01,5.84435592919760000E+02,6.99999999995402000E-01,2.80000000004597000E-01,1.99999999999999000E-02,1.63732663780997000E+00,1.85406606116943000E+00,3.07037495447979000E-06,1.16728068822216000E-16,2.14626972372874000E-01,2.14626972372874000E-01,3.78517505667967000E-01,2.14626963292604000E-01
510,9.89218092281793000E-01,2.24544931384981000E-01,-1.34866361546207000E+00,6.55828373777339000E+00,1.33444630192499000E+01,1.33359032744745000E+01,5.84411342709270000E+02,6.99999999994898000E-01,2.80000000005101000E-01,2.00000000000000000E-02,1.63749685889707000E+00,1.83369983940828000E+00,3.39496635688786000E-06,1.60365988229975000E-16,2.13711965173772000E-01,2.13711965173772000E-01,3.78638298875034000E-01,2.13711956084226000E-01
511,9.88863670031526000E-01,2.22824806194581000E-01,-1.33312723935358000E+00,6.56246953508180000E+00,1.33641270332292000E+01,1.33556252287006000E+01,5.84386125571182000E+02,6.99999999994340000E-01,2.80000000005659000E-01,1.99999999999999000E-02,1.63766852615467000E+00,1.81358993871638000E+00,3.75262042909086000E-06,2.19952542186004000E-16,2.12842010545962000E-01,2.12842010545962000E-01,3.78762207560665000E-01,2.12842014542828000E-01
512,9.88498132280041000E-01,2.21092544582525000E-01,-1.31755518290872000E+00,6.56664379828565000E+00,1.33838132325980000E+01,1.33753703136133000E+01,5.84359905522585000E+02,6.99999999993725000E-01,2.80000000006275000E-01,1.99999999999997000E-02,1.63784161245763000E+00,1.79374587650171000E+00,4.14663035409788000E-06,3.01198322669151000E-16,2.12016394643162000E-01,2.12016394643162000E-01,3.78887870398634000E-01,2.12016410517442000E-01
513,9.88121155748319000E-01,2.19348175369082000E-01,-1.30194804021455000E+00,6.57080727632048000E+00,1.34035212680365000E+01,1.33951380893158000E+01,5.84332644386691000E+02,6.99999999993044000E-01,2.80000000006955000E-01,1.99999999999997000E-02,1.63801746241407000E+00,1.77417342614914000E+00,4.58060671764741000E-06,4.11820955368724000E-16,2.11234398476537000E-01,2.11234398476537000E-01,3.79014469205196000E-01,2.11234411945079000E-01
514,9.87732409366830000E-01,2.17591730592118000E-01,-1.28630790988703000E+00,6.57496069287107000E+00,1.34232507548830000E+01,1.34149280834887000E+01,5.84304305129476000E+02,6.99999999992292000E-01,2.80000000007708000E-01,1.99999999999997000E-02,1.63819770405559000E+00,1.75487414853416000E+00,5.05849601977659000E-06,5.62237194253832000E-16,2.10494938791078000E-01,2.10494938791078000E-01,3.79142675712215000E-01,2.10494929791218000E-01
515,9.87331554172214000E-01,2.15823239432143000E-01,-1.27456298758859000E+00,6.57804877202064000E+00,1.34380346497037000E+01,1.34297588916095000E+01,5.84274852791982000E+02,6.99999999991679000E-01,2.80000000008320000E-01,1.99999999999997000E-02,1.63833895235827000E+00,1.74086337292713000E+00,5.44653497635286000E-06,7.08463994368902000E-16,2.09808326923667000E-01,2.09808326923667000E-01,3.79243046196245000E-01,2.09808297710623000E-01
516,9.87126477651707000E-01,2.14934500389843000E-01,-1.26279169081464000E+00,6.58117362454137000E+00,1.34528843564868000E+01,1.34446536897648000E+01,5.84259699458536000E+02,6.99999999991013000E-01,2.80000000008986000E-01,1.99999999999999000E-02,1.63847502617443000E+00,1.72643409603782000E+00,5.86724111667447000E-06,8.94495118308368000E-16,2.09474669396087000E-01,2.09474669396087000E-01,3.79340662379876000E-01,2.09474641789047000E-01
517,9.86706806058125000E-01,2.13147982342055000E-01,-1.24707845112194000E+00,6.58530485121309000E+00,1.34726655608596000E+01,1.34644969579537000E+01,5.84228509371459000E+02,6.99999999990050000E-01,2.80000000009949000E-01,1.99999999999997000E-02,1.63866130501404000E+00,1.70782134904388000E+00,6.47475681889438000E-06,1.21694095050205000E-15,2.08823246728589000E-01,2.08823246728589000E-01,3.79476158311390000E-01,2.08823236009355000E-01
518,9.86274142727770000E-01,2.11349475129357000E-01,-1.23133670567706000E+00,6.58942834531112000E+00,1.34924666254058000E+01,1.34843605708961000E+01,5.84196108109426000E+02,6.99999999988987000E-01,2.80000000011012000E-01,1.99999999999997000E-02,1.63884735458365000E+00,1.68949140533084000E+00,7.14328087001117000E-06,1.65345086341758000E-15,2.08223425069670000E-01,2.08223425069670000E-01,3.79612276892364000E-01,2.08223441315050000E-01
519,9.85828119868689000E-01,2.09539006964581000E-01,-1.21556680556822000E+00,6.59354473760500000E+00,1.35122870448374000E+01,1.35042439481729000E+01,5.84162449789234000E+02,6.99999999987813000E-01,2.80000000012186000E-01,1.99999999999999000E-02,1.63903458358939000E+00,1.67144846056269000E+00,7.87882212320018000E-06,2.24369665903707000E-15,2.07661942288882000E-01,2.07661942288882000E-01,3.79747395494695000E-01,2.07661967046977000E-01
520,9.85368361089004000E-01,2.07716609225017000E-01,-1.19977039750899000E+00,6.59765464377677000E+00,1.35321262956405000E+01,1.35241464937038000E+01,5.84127488443513000E+02,6.99999999986519000E-01,2.80000000013480000E-01,2.00000000000001000E-02,1.63922454543025000E+00,1.65369363916085000E+00,8.68794920509139000E-06,3.04093298834288000E-15,2.07138074637340000E-01,2.07138074637340000E-01,3.79881794401770000E-01,2.07138087806838000E-01
521,9.84894481231770000E-01,2.05882310838069000E-01,-1.18394977798691000E+00,6.60175866043290000E+00,1.35519838362615000E+01,1.35440675962322000E+01,5.84091181038202000E+02,6.99999999985091000E-01,2.80000000014908000E-01,1.99999999999997000E-02,1.63941683695250000E+00,1.63622655789642000E+00,9.57784772804502000E-06,4.11658206322441000E-15,2.06650889544453000E-01,2.06650889544453000E-01,3.80017034811392000E-01,2.06650882239646000E-01
522,9.84406086219020000E-01,2.04036135226939000E-01,-1.16810692998383000E+00,6.60585735218857000E+00,1.35718591106615000E+01,1.35640066338698000E+01,5.84053484743905000E+02,6.99999999983517000E-01,2.80000000016482000E-01,2.00000000000000000E-02,1.63960994562280000E+00,1.61903623898562000E+00,1.05563937868628000E-05,5.56634953609068000E-15,2.06198781552946000E-01,2.06198781552946000E-01,3.80154450702621000E-01,2.06198749966954000E-01
523,9.83902772910319000E-01,2.02178101335384000E-01,-1.15224301826299000E+00,6.60995122680164000E+00,1.35917515485695000E+01,1.35839629760894000E+01,5.84014354769339000E+02,6.99999999981782000E-01,2.80000000018217000E-01,2.00000000000000000E-02,1.63980331075104000E+00,1.60210100469924000E+00,1.16322294805613000E-05,7.51836704631804000E-15,2.05778877912300000E-01,2.05778877912300000E-01,3.80293448449479000E-01,2.05778848350864000E-01
524,9.83384128962309000E-01,2.00308226898271000E-01,-1.13635851803517000E+00,6.61404072583746000E+00,1.36116605710207000E+01,1.36039359898875000E+01,5.83973742859338000E+02,6.99999999979869000E-01,2.80000000020130000E-01,1.99999999999997000E-02,1.63999745975127000E+00,1.58540166109444000E+00,1.28148348336807000E-05,1.01440219945996000E-14,2.05387839648588000E-01,2.05387839648588000E-01,3.80431970511524000E-01,2.05387822915723000E-01
525,9.82849732665642000E-01,1.98426531224559000E-01,-1.12045434025968000E+00,6.61812622995838000E+00,1.36315855917622000E+01,1.36239250406554000E+01,5.83931596292744000E+02,6.99999999977762000E-01,2.80000000022237000E-01,1.99999999999999000E-02,1.64019170176713000E+00,1.56891982212835000E+00,1.41145754403620000E-05,1.36723258195809000E-14,2.05022599983584000E-01,2.05022599983584000E-01,3.80568997903224000E-01,2.05022585958762000E-01
526,9.82299152805027000E-01,1.96533033261437000E-01,-1.10453153262720000E+00,6.62220806207129000E+00,1.36515260147179000E+01,1.36439294892059000E+01,5.83887862261946000E+02,6.99999999975440000E-01,2.80000000024559000E-01,1.99999999999997000E-02,1.64038428182621000E+00,1.55263809470842000E+00,1.55427879798510000E-05,1.84090020197093000E-14,2.04680261292394000E-01,2.04680261292394000E-01,3.80705334687070000E-01,2.04680247842161000E-01
527,9.81731948558211000E-01,1.94627751023928000E-01,-1.08858997078985000E+00,6.62628649454532000E+00,1.36714812340886000E+01,1.36639486912060000E+01,5.83842486179734000E+02,6.99999999972882000E-01,2.80000000027117000E-01,1.99999999999997000E-02,1.64057518951910000E+00,1.53654304689080000E+00,1.71119181319637000E-05,2.47618720654218000E-14,2.04358289820244000E-01,2.04358289820244000E-01,3.80842603855690000E-01,2.04358291952182000E-01
528,9.81147669362069000E-01,1.92710706687780000E-01,-1.07262888129893000E+00,6.63036175770250000E+00,1.36914506364534000E+01,1.36839819985818000E+01,5.83795407643381000E+02,6.99999999970066000E-01,2.80000000029934000E-01,1.99999999999997000E-02,1.64076672347855000E+00,1.52062350464848000E+00,1.88356175635558000E-05,3.32744779550661000E-14,2.04054598701064000E-01,2.04054598701064000E-01,3.80981174857610000E-01,2.04054616082671000E-01
529,9.80545854794672000E-01,1.90781929621063000E-01,-1.05664910560954000E+00,6.63443403958139000E+00,1.37114336000007000E+01,1.37040287586312000E+01,5.83746564096807000E+02,6.99999999966964000E-01,2.80000000033035000E-01,2.00000000000000000E-02,1.64096011979060000E+00,1.50486569670014000E+00,2.07287568038227000E-05,4.46703986696303000E-14,2.03767117831790000E-01,2.03767117831790000E-01,3.81120320429066000E-01,2.03767123148760000E-01
530,9.79926034504108000E-01,1.88841449500538000E-01,-1.04065372563330000E+00,6.63850347822942000E+00,1.37314294920350000E+01,1.37240883118911000E+01,5.83695898565212000E+02,6.99999999963550000E-01,2.80000000036449000E-01,1.99999999999999000E-02,1.64115432066059000E+00,1.48925232657825000E+00,2.28074700347224000E-05,5.99117120708843000E-14,2.03493402023919000E-01,2.03493402023919000E-01,3.81259099280007000E-01,2.03493364218161000E-01
531,9.79287728106805000E-01,1.86889286165809000E-01,-1.02464602854996000E+00,6.64257015870506000E+00,1.37514376634532000E+01,1.37441599865789000E+01,5.83643361177936000E+02,6.99999999959792000E-01,2.80000000040207000E-01,2.00000000000000000E-02,1.64134745028867000E+00,1.47376691667240000E+00,2.50893336073739000E-05,8.02763780067251000E-14,2.03230846305014000E-01,2.03230846305014000E-01,3.81397457153252000E-01,2.03230805066063000E-01
532,9.78630445075408000E-01,1.84925448251148000E-01,-1.00862628540337000E+00,6.64663412438530000E+00,1.37714574602888000E+01,1.37642431094236000E+01,5.83588898054441000E+02,6.99999999955656000E-01,2.80000000044343000E-01,1.99999999999997000E-02,1.64153943643393000E+00,1.45839994083326000E+00,2.75936880325958000E-05,1.07460952414414000E-13,2.02977386592287000E-01,2.02977386592287000E-01,3.81536040598555000E-01,2.02977366933773000E-01
533,9.77953684645646000E-01,1.82949946568199000E-01,-9.92593613473927000E-01,6.65069539072736000E+00,1.37914882249854000E+01,1.37843370059236000E+01,5.83532440042432000E+02,6.99999999951107000E-01,2.80000000048893000E-01,1.99999999999997000E-02,1.64173105065173000E+00,1.44314471879075000E+00,3.03417355187986000E-05,1.43715505238668000E-13,2.02731648214982000E-01,2.02731648214982000E-01,3.81674692451700000E-01,2.02731651542256000E-01
534,9.77256935685624000E-01,1.80962799377228000E-01,-9.76547871563614000E-01,6.65475395686015000E+00,1.38115292939141000E+01,1.38044409969764000E+01,5.83473914260393000E+02,6.99999999946102000E-01,2.80000000053897000E-01,1.99999999999997000E-02,1.64192243204469000E+00,1.42800026812106000E+00,3.33565954163050000E-05,1.92020910669563000E-13,2.02492859622857000E-01,2.02492859622857000E-01,3.81812143387473000E-01,2.02492868551812000E-01
535,9.76539676562850000E-01,1.78964029098286000E-01,-9.60489802507240000E-01,6.65880983431342000E+00,1.38315799956213000E+01,1.38245543951781000E+01,5.83413249766671000E+02,6.99999999940599000E-01,2.80000000059400000E-01,1.99999999999997000E-02,1.64211331715486000E+00,1.41298032151947000E+00,3.66634575760826000E-05,2.56322501876322000E-13,2.02261681054385000E-01,2.02261681054385000E-01,3.81947755644267000E-01,2.02261681062942000E-01
536,9.75801375110312000E-01,1.76953658485186000E-01,-9.44419571154482000E-01,6.66286307251086000E+00,1.38516396483694000E+01,1.38446765007138000E+01,5.83350377728202000E+02,6.99999999934548000E-01,2.80000000065451000E-01,2.00000000000000000E-02,1.64230394688775000E+00,1.39810151866694000E+00,4.02898921253047000E-05,3.41838674880763000E-13,2.02040042274528000E-01,2.02040042274528000E-01,3.82082862563823000E-01,2.02040047395680000E-01
537,9.75041488522747000E-01,1.74931713263584000E-01,-9.28336977212891000E-01,6.66691376333513000E+00,1.38717075647798000E+01,1.38648066058964000E+01,5.83285223917624000E+02,6.99999999927896000E-01,2.80000000072103000E-01,1.99999999999999000E-02,1.64249450796199000E+00,1.38338038679940000E+00,4.42660708371480000E-05,4.55466395664337000E-13,2.01830090202226000E-01,2.01830090202226000E-01,3.82219030387088000E-01,2.01830104230081000E-01
538,9.74259463135219000E-01,1.72898223564984000E-01,-9.12243076415514000E-01,6.67096203784848000E+00,1.38917830571516000E+01,1.38849440009005000E+01,5.83217711310674000E+02,6.99999999920586000E-01,2.80000000079414000E-01,1.99999999999997000E-02,1.64268445273467000E+00,1.36883032068668000E+00,4.86248412638694000E-05,6.06312195472397000E-13,2.01633762144187000E-01,2.01633762144187000E-01,3.82356180452304000E-01,2.01633769728098000E-01
539,9.73454734082753000E-01,1.70853217466614000E-01,-8.96140364607955000E-01,6.67500805889493000E+00,1.39118654413935000E+01,1.39050879783264000E+01,5.83147767157316000E+02,6.99999999912552000E-01,2.80000000087447000E-01,1.99999999999997000E-02,1.64287291014257000E+00,1.35446163616776000E+00,5.34018952390203000E-05,8.06388890026767000E-13,2.01452570264466000E-01,2.01452570264466000E-01,3.82492603177193000E-01,2.01452554056896000E-01
540,9.72626724941424000E-01,1.68796713407518000E-01,-8.80031227355266000E-01,6.67905201826053000E+00,1.39319540415264000E+01,1.39252378380303000E+01,5.83075323434771000E+02,6.99999999903727000E-01,2.80000000096273000E-01,1.99999999999997000E-02,1.64306014449304000E+00,1.34028447723939000E+00,5.86361660828582000E-05,1.07153237751182000E-12,2.01287812569297000E-01,2.01287812569297000E-01,3.82627368017889000E-01,2.01287782042553000E-01
541,9.71774847376146000E-01,1.66728719814738000E-01,-8.63916911149034000E-01,6.68309414107298000E+00,1.39520482009244000E+01,1.39453928983327000E+01,5.83000307890477000E+02,6.99999999894033000E-01,2.80000000105967000E-01,1.99999999999997000E-02,1.64324727738271000E+00,1.32631054493981000E+00,6.43702774307413000E-05,1.42260663156250000E-12,2.01140913917221000E-01,2.01140913917221000E-01,3.82761087535178000E-01,2.01140886297386000E-01
542,9.70898500516193000E-01,1.64649239100815000E-01,-8.47797523735255000E-01,6.68713469298982000E+00,1.39721472951483000E+01,1.39655525086774000E+01,5.82922639976255000E+02,6.99999999883387000E-01,2.80000000116613000E-01,1.99999999999997000E-02,1.64343402505985000E+00,1.31255291857348000E+00,7.06509454058238000E-05,1.88708522885926000E-12,2.01013547223960000E-01,2.01013547223960000E-01,3.82894761667954000E-01,2.01013530795250000E-01
543,9.69997070098546000E-01,1.62558271447408000E-01,-8.31672870861620000E-01,6.69117398440087000E+00,1.39922507411222000E+01,1.39857160587692000E+01,5.82842231791870000E+02,6.99999999871698000E-01,2.80000000128301000E-01,1.99999999999997000E-02,1.64361886044073000E+00,1.29902441748289000E+00,7.75292828988810000E-05,2.50112346070282000E-12,2.00907503831533000E-01,2.00907503831533000E-01,3.83028090357080000E-01,2.00907500287995000E-01
544,9.69069927849938000E-01,1.60455815433669000E-01,-8.15543126385971000E-01,6.69521236973144000E+00,1.40123580019380000E+01,1.40058829835718000E+01,5.82758991135896000E+02,6.99999999858866000E-01,2.80000000141133000E-01,1.99999999999999000E-02,1.64380145801736000E+00,1.28573654995625000E+00,8.50611058999885000E-05,3.31227286076558000E-12,2.00824492132203000E-01,2.00824492132203000E-01,3.83160704936811000E-01,2.00824499943501000E-01
545,9.68116430826975000E-01,1.58341865434033000E-01,-7.99408967876231000E-01,6.69925024548840000E+00,1.40324685938986000E+01,1.40260527706440000E+01,5.82672824920014000E+02,6.99999999844782000E-01,2.80000000155217000E-01,1.99999999999999000E-02,1.64398338451566000E+00,1.27269946748331000E+00,9.33073252590267000E-05,4.38303894881322000E-12,2.00766053534636000E-01,2.00766053534636000E-01,3.83292748662095000E-01,2.00766070206956000E-01
546,9.67135920477254000E-01,1.56216407751925000E-01,-7.83271435839809000E-01,6.70328804428622000E+00,1.40525820941493000E+01,1.40462249682933000E+01,5.82583639826040000E+02,6.99999999829326000E-01,2.80000000170673000E-01,1.99999999999999000E-02,1.64416608689548000E+00,1.25991946035657000E+00,1.02334416519587000E-04,5.79554274244553000E-12,2.00733365996595000E-01,2.00733365996595000E-01,3.83424109759838000E-01,2.00733382045657000E-01
547,9.66127721872998000E-01,1.54079417854071000E-01,-7.67131659182217000E-01,6.70732619935009000E+00,1.40726981423909000E+01,1.40663991894218000E+01,5.82491342406588000E+02,6.99999999812367000E-01,2.80000000187633000E-01,1.99999999999997000E-02,1.64434841150552000E+00,1.24738318720048000E+00,1.12214929455110000E-04,7.65761531984528000E-12,2.00725817461034000E-01,2.00725817461034000E-01,3.83553646105600000E-01,2.00725828312286000E-01
548,9.65091143133538000E-01,1.51930859381350000E-01,-7.50990862567188000E-01,6.71136510097174000E+00,1.40928164407689000E+01,1.40865751138683000E+01,5.82395839082808000E+02,6.99999999793761000E-01,2.80000000206238000E-01,1.99999999999997000E-02,1.64452857268173000E+00,1.23506959943830000E+00,1.23027956089898000E-04,1.01107499185685000E-11,2.00740644399169000E-01,2.00740644399169000E-01,3.83680682580280000E-01,2.00740642050051000E-01
549,9.64025474894852000E-01,1.49770683242205000E-01,-7.34850451007512000E-01,6.71540508528737000E+00,1.41129367523621000E+01,1.41067524873371000E+01,5.82297036074164000E+02,6.99999999773353000E-01,2.80000000226646000E-01,1.99999999999999000E-02,1.64470572498588000E+00,1.22295840005980000E+00,1.34859638740804000E-04,1.33404849320666000E-11,2.00774537895275000E-01,2.00774537895275000E-01,3.83805904010171000E-01,2.00774516976353000E-01
550,9.62929989787771000E-01,1.47598826303897000E-01,-7.22744304573744000E-01,6.71841885411263000E+00,1.41280120487052000E+01,1.41218709462701000E+01,5.82194839664105000E+02,6.99999999756817000E-01,2.80000000243182000E-01,2.00000000000000000E-02,1.64483954333405000E+00,1.21415001185773000E+00,1.44425506990391000E-04,1.63996000881338000E-11,2.00832487266663000E-01,2.00832487266663000E-01,3.83901182182398000E-01,2.00832462697782000E-01
551,9.62370833565584000E-01,1.46508521207984000E-01,-7.10642501410194000E-01,6.72146783374674000E+00,1.41431206661779000E+01,1.41370209023264000E+01,5.82142441982433000E+02,6.99999999738980000E-01,2.80000000261019000E-01,2.00000000000000000E-02,1.64496784599840000E+00,1.20512964750000000E+00,1.54725344060044000E-04,2.01932938675810000E-11,2.00862874016562000E-01,2.00862874016562000E-01,3.83992940534774000E-01,2.00862856083603000E-01
552,9.61229218788872000E-01,1.44318999347090000E-01,-6.94504871510756000E-01,6.72551167052340000E+00,1.41632453398934000E+01,1.41572011798127000E+01,5.82034962381416000E+02,6.99999999713280000E-01,2.80000000286719000E-01,1.99999999999997000E-02,1.64514105632077000E+00,1.19344824691035000E+00,1.69534398664730000E-04,2.65994145834011000E-11,2.00922781962565000E-01,2.00922781962565000E-01,3.84116398391307000E-01,2.00922779073281000E-01
553,9.60055886853146000E-01,1.42117597603661000E-01,-6.78367043606675000E-01,6.72955741115488000E+00,1.41833716371490000E+01,1.41773824872645000E+01,5.81923814634363000E+02,6.99999999685103000E-01,2.80000000314896000E-01,1.99999999999999000E-02,1.64531210566028000E+00,1.18191306303946000E+00,1.85731336849189000E-04,3.50154215036487000E-11,2.01001281040296000E-01,2.01001281040296000E-01,3.84237887649338000E-01,2.01001298437030000E-01
554,9.58850043655936000E-01,1.39904230083455000E-01,-6.62228791752871000E-01,6.73360520676337000E+00,1.42034995607813000E+01,1.41975648262761000E+01,5.81808874633473000E+02,6.99999999654216000E-01,2.80000000345783000E-01,2.00000000000000000E-02,1.64548011126033000E+00,1.17050963181849000E+00,2.03443942600250000E-04,4.60652708373338000E-11,2.01087265144748000E-01,2.01087265144748000E-01,3.84358105331621000E-01,2.01087280486161000E-01
555,9.57610874999222000E-01,1.37678804860712000E-01,-6.46091037000832000E-01,6.73765516987720000E+00,1.42236291539431000E+01,1.42177482416231000E+01,5.81690022896663000E+02,6.99999999620362000E-01,2.80000000379637000E-01,2.00000000000000000E-02,1.64564582205039000E+00,1.15922254709183000E+00,2.22810895391137000E-04,6.05643848605869000E-11,2.01178408711308000E-01,2.01178408711308000E-01,3.84478000944207000E-01,2.01178403582350000E-01
556,9.56337546195975000E-01,1.35441218194592000E-01,-6.29954951090390000E-01,6.74170737291258000E+00,1.42437604954616000E+01,1.42379328165123000E+01,5.81567150273570000E+02,6.99999999583262000E-01,2.80000000416737000E-01,1.99999999999997000E-02,1.64581097846637000E+00,1.14803690566664000E+00,2.43982980692821000E-04,7.95777254992030000E-11,2.01272350019433000E-01,2.01272350019433000E-01,3.84597632334307000E-01,2.01272317108262000E-01
557,9.55029201713996000E-01,1.33191353227447000E-01,-6.13821504818006000E-01,6.74576184977251000E+00,1.42638936943923000E+01,1.42581186668528000E+01,5.81440148236126000E+02,6.99999999542608000E-01,2.80000000457391000E-01,2.00000000000000000E-02,1.64597629185905000E+00,1.13693883305666000E+00,2.67124322601413000E-04,1.04495262146183000E-10,2.01366855739411000E-01,2.01366855739411000E-01,3.84716126220945000E-01,2.01366804651327000E-01
558,9.53684965007094000E-01,1.30929081294529000E-01,-5.97690443635497000E-01,6.74981860031858000E+00,1.42840288824200000E+01,1.42783059332048000E+01,5.81308905794662000E+02,6.99999999498068000E-01,2.80000000501931000E-01,2.00000000000000000E-02,1.64613996763527000E+00,1.12591675242821000E+00,2.92414232424848000E-04,1.37130254246990000E-10,2.01459974388049000E-01,2.01459974388049000E-01,3.84832989643302000E-01,2.01459948119141000E-01
559,9.52303938378768000E-01,1.28654268689866000E-01,-5.81560358359088000E-01,6.75387760267546000E+00,1.43041662158558000E+01,1.42984947820623000E+01,5.81173288869704000E+02,6.99999999449276000E-01,2.80000000550724000E-01,1.99999999999997000E-02,1.64630031900253000E+00,1.11496452101794000E+00,3.20048774674060000E-04,1.79846897856676000E-10,2.01550418891277000E-01,2.01550418891277000E-01,3.84948492991340000E-01,2.01550420434248000E-01
560,9.50885202605122000E-01,1.26366782896388000E-01,-5.65429910282731000E-01,6.75793884957685000E+00,1.43243058680802000E+01,1.43186853962398000E+01,5.81033145345599000E+02,6.99999999395832000E-01,2.80000000604167000E-01,1.99999999999997000E-02,1.64645761378294000E+00,1.10409153974390000E+00,3.50241698738931000E-04,2.35725894375766000E-10,2.01638750300736000E-01,2.01638750300736000E-01,3.85062713871891000E-01,2.01638774998084000E-01
561,9.49427816525301000E-01,1.24066492488591000E-01,-5.49298643523057000E-01,6.76200238152250000E+00,1.43444480272247000E+01,1.43388779708425000E+01,5.80888321357022000E+02,6.99999999337300000E-01,2.80000000662699000E-01,2.00000000000000000E-02,1.64661354179393000E+00,1.09331011846568000E+00,3.83225469939693000E-04,3.08779359191475000E-10,2.01727208710469000E-01,2.01727208710469000E-01,3.85175258340907000E-01,2.01727234097377000E-01
562,9.47930816643506000E-01,1.21753262683257000E-01,-5.33167626252985000E-01,6.76606828771912000E+00,1.43645928913759000E+01,1.43590727084654000E+01,5.80738672360263000E+02,6.99999999273204000E-01,2.80000000726795000E-01,2.00000000000001000E-02,1.64676895588860000E+00,1.08263033589084000E+00,4.19252117523131000E-04,4.04228969644721000E-10,2.01818114209385000E-01,2.01818114209385000E-01,3.85286146390542000E-01,2.01818113580865000E-01
