zone,q,logR,logRho,logT,logP,logPgas,luminosity,x_mass_fraction_H,y_mass_fraction_He,z_mass_fraction_metals,gamma1,opacity,pp,cno,gradr,gradT,grada,actual_gradT
129,9.99999996745446000E-01,4.27268008821933000E-01,-6.90569449945460000E+00,4.90785535411914000E+00,6.16102417989274000E+00,6.12740280100822000E+00,5.85006666259778000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57340772521102000E+00,7.44821275123336000E+00,1.82380403322122000E-26,0.00000000000000000E+00,2.24283603402659000E-01,2.24283603402659000E-01,3.35773377528322000E-01,2.24283593584175000E-01
130,9.99999996574547000E-01,4.27194697483154000E-01,-6.88610899073434000E+00,4.91351087775619000E+00,6.18608139782632000E+00,6.15265543336395000E+00,5.85006666259409000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57381310276112000E+00,7.43680320981908000E+00,1.90798009066611000E-26,0.00000000000000000E+00,2.25105697631176000E-01,2.25105697631176000E-01,3.36036764600581000E-01,2.25105695308825000E-01
131,9.99999996352379000E-01,4.27103543491868000E-01,-6.86370869849216000E+00,4.92001106069414000E+00,6.21477809617481000E+00,6.18156710254495000E+00,5.85006666258924000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57422496508519000E+00,7.42817545652190000E+00,2.00902820167764000E-26,0.00000000000000000E+00,2.26177821531619000E-01,2.26177821531619000E-01,3.36312416256173000E-01,2.26177813660326000E-01
132,9.99999996096032000E-01,4.27003587238795000E-01,-6.84632556377860000E+00,4.92504047511397000E+00,6.23702958154965000E+00,6.20398771656631000E+00,5.85006666258358000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57452236555823000E+00,7.42623258520300000E+00,2.09111837487741000E-26,0.00000000000000000E+00,2.27434415662924000E-01,2.27434415662924000E-01,3.36519466009302000E-01,2.27434381845520000E-01
133,9.99999995959313000E-01,4.26952342135896000E-01,-6.83196380498356000E+00,4.92926695258104000E+00,6.25550180082074000E+00,6.22258351315357000E+00,5.85006666258054000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57472835209503000E+00,7.42348020498175000E+00,2.16146560329762000E-26,0.00000000000000000E+00,2.28083335082751000E-01,2.28083335082751000E-01,3.36667769906161000E-01,2.28083301678255000E-01
134,9.99999995754235000E-01,4.26877942581522000E-01,-6.81549401543691000E+00,4.93411889248987000E+00,6.27669301456303000E+00,6.24391485217107000E+00,5.85006666257594000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57495156914101000E+00,7.42298201198128000E+00,2.24505714804851000E-26,0.00000000000000000E+00,2.29003035831859000E-01,2.29003035831859000E-01,3.36832028850046000E-01,2.29003025690224000E-01
135,9.99999995549157000E-01,4.26806275512238000E-01,-6.79980592154393000E+00,4.93876653775170000E+00,6.29691117503923000E+00,6.26426035047398000E+00,5.85006666257130000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57514979698605000E+00,7.42444510332677000E+00,2.32768657172884000E-26,0.00000000000000000E+00,2.29914107489317000E-01,2.29914107489317000E-01,3.36978477966611000E-01,2.29914104640662000E-01
136,9.99999995344078000E-01,4.26737117454302000E-01,-6.77917757474482000E+00,4.94496718125518000E+00,6.32360672218526000E+00,6.29110335350403000E+00,5.85006666256663000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57538215773828000E+00,7.42752098041729000E+00,2.44098404862551000E-26,0.00000000000000000E+00,2.30792988652711000E-01,2.30792988652711000E-01,3.37146928763124000E-01,2.30792991557291000E-01
137,9.99999994977867000E-01,4.26619273607642000E-01,-6.75632938376964000E+00,4.95181409330266000E+00,6.35315065678848000E+00,6.32081441344002000E+00,5.85006666255819000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57566118446406000E+00,7.44011395455694000E+00,2.57292345888934000E-26,0.00000000000000000E+00,2.32364309379424000E-01,2.32364309379424000E-01,3.37342497371872000E-01,2.32364299679450000E-01
138,9.99999994670250000E-01,4.26525289212207000E-01,-6.74085470616231000E+00,4.95647458722510000E+00,6.37318866903008000E+00,6.34096015124736000E+00,5.85006666255102000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57585231231106000E+00,7.45284079354496000E+00,2.66631253055272000E-26,0.00000000000000000E+00,2.33742963527763000E-01,2.33742963527763000E-01,3.37474147211942000E-01,2.33742959933327000E-01
139,9.99999994494469000E-01,4.26473437657219000E-01,-6.72656425449720000E+00,4.96085266828651000E+00,6.39178328126709000E+00,6.35963802227634000E+00,5.85006666254689000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57601189203984000E+00,7.46498797903854000E+00,2.75556359678589000E-26,0.00000000000000000E+00,2.34518283427894000E-01,2.34518283427894000E-01,3.37581576900362000E-01,2.34518291215780000E-01
140,9.99999994201500000E-01,4.26389776600046000E-01,-6.70869221851091000E+00,4.96634420279219000E+00,6.41505712229324000E+00,6.38301216531851000E+00,5.85006666253995000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57622140527840000E+00,7.48428737661726000E+00,2.87140105701003000E-26,0.00000000000000000E+00,2.35776324524140000E-01,2.35776324524140000E-01,3.37717512345123000E-01,2.35776325498593000E-01
141,9.99999993879235000E-01,4.26301407172346000E-01,-6.69488537705155000E+00,4.97058869229564000E+00,6.43303937388656000E+00,6.40107122670685000E+00,5.85006666253225000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57639556732656000E+00,7.50256056908754000E+00,2.96421466489019000E-26,0.00000000000000000E+00,2.37165937858494000E-01,2.37165937858494000E-01,3.37825985232032000E-01,2.37165927748180000E-01
142,9.99999993703453000E-01,4.26254692167559000E-01,-6.68626753858289000E+00,4.97326402351250000E+00,6.44429512715426000E+00,6.41236930160542000E+00,5.85006666252802000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57650164113651000E+00,7.51430819058326000E+00,3.02366137039947000E-26,0.00000000000000000E+00,2.37911624899246000E-01,2.37911624899246000E-01,3.37889335771428000E-01,2.37911609473064000E-01
143,9.99999993556969000E-01,4.26216516674974000E-01,-6.67563916321541000E+00,4.97659561351744000E+00,6.45821604432086000E+00,6.42633553901409000E+00,5.85006666252447000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57662871418926000E+00,7.52891835701788000E+00,3.09862190727065000E-26,0.00000000000000000E+00,2.38507415582606000E-01,2.38507415582606000E-01,3.37962279107396000E-01,2.38507398721965000E-01
144,9.99999993293297000E-01,4.26149437662806000E-01,-6.65961418153852000E+00,4.98164778390287000E+00,6.47924095095626000E+00,6.44742255392687000E+00,5.85006666251806000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57682627415569000E+00,7.55235601264025000E+00,3.21517323826658000E-26,0.00000000000000000E+00,2.39534547437579000E-01,2.39534547437579000E-01,3.38071735534888000E-01,2.39534543286322000E-01
145,9.99999992912438000E-01,4.26056004019267000E-01,-6.64431288366244000E+00,4.98646778749727000E+00,6.49931170679017000E+00,6.46755335927294000E+00,5.85006666250872000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57703256329341000E+00,7.57689709048616000E+00,3.33055174508760000E-26,0.00000000000000000E+00,2.40956684902027000E-01,2.40956684902027000E-01,3.38184002249161000E-01,2.40956682801149000E-01
146,9.99999992648766000E-01,4.25993524882936000E-01,-6.63494188142725000E+00,4.98943673937679000E+00,6.51162435274273000E+00,6.47989912866290000E+00,5.85006666250220000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57715936490080000E+00,7.59174356043874000E+00,3.40324892424676000E-26,0.00000000000000000E+00,2.41885889977673000E-01,2.41885889977673000E-01,3.38250962687581000E-01,2.41885879376940000E-01
147,9.99999992502282000E-01,4.25959543879217000E-01,-6.62363616140751000E+00,4.99307260817196000E+00,6.52654453390723000E+00,6.49484784493209000E+00,5.85006666249855000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57729925115702000E+00,7.60755353049260000E+00,3.49307094447784000E-26,0.00000000000000000E+00,2.42351332918745000E-01,2.42351332918745000E-01,3.38320399719559000E-01,2.42351326071870000E-01
148,9.99999992136071000E-01,4.25876740957279000E-01,-6.60810980367396000E+00,4.99805585584208000E+00,6.54702261515111000E+00,6.51536716913745000E+00,5.85006666248939000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57749971893372000E+00,7.62910492485259000E+00,3.62030266737414000E-26,0.00000000000000000E+00,2.43387846082046000E-01,2.43387846082046000E-01,3.38419782688191000E-01,2.43387854001819000E-01
149,9.99999991769860000E-01,4.25796801090671000E-01,-6.59560770153071000E+00,5.00207488151087000E+00,6.56351998512320000E+00,6.53189637516078000E+00,5.85006666248014000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57766072329123000E+00,7.64503362104013000E+00,3.72611349414724000E-26,0.00000000000000000E+00,2.44309714766819000E-01,2.44309714766819000E-01,3.38498775781287000E-01,2.44309720560685000E-01
150,9.99999991520836000E-01,4.25743960288265000E-01,-6.58220410701687000E+00,5.00644016904586000E+00,6.58127593324216000E+00,6.54967458203438000E+00,5.85006666247380000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57781459602881000E+00,7.65851880224264000E+00,3.84299281541695000E-26,0.00000000000000000E+00,2.44831742347170000E-01,2.44831742347170000E-01,3.38569523889900000E-01,2.44831735641811000E-01
151,9.99999991081383000E-01,4.25653501016287000E-01,-6.56662518825899000E+00,5.01149884763140000E+00,6.60189572587564000E+00,6.57032342558243000E+00,5.85006666246251000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57799574805209000E+00,7.67403705353186000E+00,3.98345752301195000E-26,0.00000000000000000E+00,2.45605777633880000E-01,2.45605777633880000E-01,3.38653416029718000E-01,2.45605755641784000E-01
152,9.99999990685875000E-01,4.25574910479460000E-01,-6.55329215918131000E+00,5.01584451241062000E+00,6.61956267035252000E+00,6.58801179922882000E+00,5.85006666245226000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57814146703224000E+00,7.68671249786017000E+00,4.10774428582748000E-26,0.00000000000000000E+00,2.46230883489777000E-01,2.46230883489777000E-01,3.38719194641245000E-01,2.46230858382450000E-01
153,9.99999990334313000E-01,4.25507130058524000E-01,-6.53830116818545000E+00,5.02077459095836000E+00,6.63947920487894000E+00,6.60794311586750000E+00,5.85006666244306000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57828412806260000E+00,7.70006828987921000E+00,4.25212502862987000E-26,0.00000000000000000E+00,2.46722599348896000E-01,2.46722599348896000E-01,3.38780756508584000E-01,2.46722583778526000E-01
154,9.99999989806969000E-01,4.25408852669021000E-01,-6.52392980495581000E+00,5.02547444772090000E+00,6.65853915805940000E+00,6.62702268449463000E+00,5.85006666242912000E+02,7.00000000000000000E-01,2.80000000000000000E-01,1.99999999999997000E-02,1.57842101665979000E+00,7.71580521775139000E+00,4.39530212615044000E-26,0.00000000000000000E+00,2.47434382188517000E-01,2.47434382188517000E-01,3.38845130256225000E-01,2.47434382483396000E-01
